7.000	7.000	14.000	8.000	14.000	14.000	18.000	5.000	7.000	4.000	
9.000	13.000	4.000	14.000	6.000	10.000	13.000	16.000	7.000	19.000	
1.000	14.000	11.000	10.000	13.000	8.000	16.000	12.000	7.000	8.000	
12.000	8.000	10.000	11.000	13.000	8.000	10.000	11.000	12.000	18.000	
12.000	13.000	5.000	0.000	6.000	9.000	12.000	10.000	8.000	6.000	
13.000	7.000	14.000	5.000	7.000	16.000	19.000	13.000	7.000	13.000	
9.000	6.000	3.000	1.000	7.000	13.000	13.000	10.000	11.000	8.000	
11.000	19.000	12.000	0.000	4.000	6.000	9.000	10.000	3.000	8.000	
3.000	17.000	5.000	4.000	7.000	5.000	15.000	12.000	12.000	9.000	
11.000	3.000	2.000	7.000	16.000	10.000	6.000	7.000	12.000	9.000	
